"publisher","name","identity","appearances"
"Marvel","Joshua Kale","Public",10
"Marvel","Moondark","Secret",10
"Marvel","Grover Raymond","Secret",10
"Marvel","Piranha","Secret",10
"Marvel","Slifer","Secret",10
"Marvel","Isis (Deity)","Secret",10
"Marvel","Kierrok","Secret",10
"Marvel","Harry Key","Public",10
"Marvel","Yuri Petrovitch","Secret",10
"Marvel","Gazelle (Scratch)","Secret",10
"Marvel","Harmony Whyte","Public",10
"Marvel","Taurus (LMD)","Secret",10
"Marvel","Nereel","Secret",10
"Marvel","Charles Snow","Public",10
"Marvel","Chip Martin","Secret",10
"Marvel","Phillip Barnett","Public",10
"Marvel","Ralph Hutchins","Secret",10
"Marvel","Indries Moomji","Secret",10
"Marvel","Edward Cobert","Public",10
"Marvel","Ian McNee","Public",10
"Marvel","Lavour","Public",10
"Marvel","Michael Silk","Public",10
"Marvel","Moltar","Public",10
"Marvel","Ogeode","Public",10
"Marvel","Vola","Public",10
"Marvel","Chief Examiner","Secret",10
"Marvel","Frank Rambeau","Public",10
"Marvel","MX39147","Secret",10
"Marvel","Raunch","Secret",10
"Marvel","Slash","Secret",10
"Marvel","Alice Nugent","Public",10
"Marvel","Ethan Thurm","Public",10
"Marvel","Hydra (Olympian Beast)","Secret",10
"Marvel","Somon","Public",10
"Marvel","Elizabeth Guthrie","Public",10
"Marvel","Kaleb","Public",10
"Marvel","Kendra Louise Price","Secret",10
"Marvel","Nicholas Grossman","Secret",10
"Marvel","Brainstorm (Jimmy)","Secret",10
"Marvel","Darby Dean","Public",10
"Marvel","Grog","Public",10
"Marvel","Michael Berengetti","Public",10
"Marvel","Pamela Shaw","Secret",10
"Marvel","Punchout","Secret",10
"Marvel","Scab (Tim)","Secret",10
"Marvel","Toko","Secret",10
"Marvel","Trista","Secret",10
"Marvel","William Conover","Public",10
"Marvel","Wipeout","Secret",10
"Marvel","Mako (Project Ultra-Tech)","Secret",10
"Marvel","Mitchell Godey","Secret",10
"Marvel","Illarion Pavlovich Ramskov","Secret",10
"Marvel","Juvan","Secret",10
"Marvel","Leeann Foreman","Secret",10
"Marvel","Lynn Church","Secret",10
"Marvel","Sean Watanabe","Public",10
"Marvel","Zon","Secret",10
"Marvel","Angela Golden","Secret",10
"Marvel","Diego Casseas","Secret",10
"Marvel","Harry Lennox","Public",10
"Marvel","Joss Shappe","Secret",10
"Marvel","Marco Delgado","Secret",10
"Marvel","Su Yin","Public",10
"Marvel","Agony (Hellbent)","Secret",10
"Marvel","Galen-Kor","Secret",10
"Marvel","Mikal Drakonmegas","Secret",10
"Marvel","Myla","Secret",10
"Marvel","Occulus","Secret",10
"Marvel","Perez","Secret",10
"Marvel","Diabolique","Secret",10
"Marvel","Gregory Terraerton","Secret",10
"Marvel","Jacques Girard","Public",10
"Marvel","Josef Huber","Secret",10
"Marvel","Rayna Piper","Secret",10
"Marvel","Bellam","Secret",10
"Marvel","Shigeru Ezaki (Clone)","Secret",10
"Marvel","Ann Herd","Secret",10
"Marvel","Hybrid (Symbiote)","Secret",10
"Marvel","Mroht","Secret",10
"Marvel","Roust","Secret",10
"Marvel","Tanya Trask","Public",10
"Marvel","Bux","Public",10
"Marvel","Francisco Fuentes","Secret",10
"Marvel","Jam","Public",10
"Marvel","Madam Qwa","Secret",10
"Marvel","Marita","Public",10
"Marvel","Megan McLaren","Public",10
"Marvel","Ajax (Francis)","Secret",10
"Marvel","Hescamar","Secret",10
"Marvel","Lavinia LeBlanc","Secret",10
"Marvel","Majeston Zelia","Secret",10
"Marvel","Astra (Mutant)","Secret",10
"Marvel","Donna Bliss","Secret",10
"Marvel","Samantha Dunbar (Heroes Reborn)","Secret",10
"Marvel","Fiona Knoblach","Secret",10
"Marvel","Paul Hark","Secret",10
"Marvel","Wayne Markley","Secret",10
"Marvel","Agent Pratt","Public",10
"Marvel","Black Swan","Secret",10
"Marvel","Elizabeth Bondi","Secret",10
"Marvel","Garrison Klum","Secret",10
"Marvel","Maureen Lyszinski","Secret",10
"Marvel","Destiny Gonzales","Public",10
"Marvel","Chamayra Ortega","Public",10
"Marvel","Fallen One (Herald)","Secret",10
"Marvel","John Zander","Public",10
"Marvel","Augustus","Secret",10
"Marvel","Rebbecca Kaplan","Public",10
"Marvel","Sarah Kinney","Secret",10
"Marvel","Vincent (Sisterhood of the Wasp)","Secret",10
"Marvel","Curtis Doyle","Public",10
"Marvel","Elizabeth Sooner","Public",10
"Marvel","John Maddox","Secret",10
"Marvel","Mulholland Black","Public",10
"Marvel","Artume","Secret",10
"Marvel","Fraktur","Secret",10
"Marvel","Legba (Eternal)","Secret",10
"Marvel","Madeleine Michaels","Secret",10
"Marvel","Marina Zane","Secret",10
"Marvel","Bill (A.I.M. Agent)","Secret",10
"Marvel","Hl\u00f6kk","Secret",10
"Marvel","Isaac Newton","Public",10
"Marvel","Jacob Feinman","Public",10
"Marvel","Leonid","Secret",10
"Marvel","Harper Simmons","Public",10
"Marvel","Inka","Secret",10
"Marvel","Sanjay","Secret",10
"Marvel","Splitlip","Public",10
"Marvel","Wade Wilson (Evil Deadpool)","Secret",10
"Marvel","Eimin Worthington","Secret",10
"Marvel","Recording Observation Bot","Public",10
"Marvel","Uriel Worthington","Secret",10
"Marvel","Kevin Trublood","Public",10
"Marvel","Dimitrios","Public",10
"Marvel","Leonard Gade","Secret",9
"Marvel","Merzah","Secret",9
"Marvel","William Carmody","Secret",9
"Marvel","Matthew Grayson","Public",9
"Marvel","Cliff Macklin","Public",9
"Marvel","David Laramee","Public",9
"Marvel","Gitche Manitou","Secret",9
"Marvel","Captain Stone","Public",9
"Marvel","Harry Sikes","Secret",9
"Marvel","Taboo (Extraterrestrial)","Secret",9
"Marvel","Zzutak","Secret",9
"Marvel","Charles Stanton","Secret",9
"Marvel","Buri (Asgardian)","Secret",9
"Marvel","Jason Cragg","Public",9
"Marvel","Wilhelm van Vile","Public",9
"Marvel","Jinku","Secret",9
"Marvel","Red Hargrove","Public",9
"Marvel","Vuk","Secret",9
"Marvel","Sharon Xavier","Public",9
"Marvel","Lyan","Public",9
"Marvel","Seeker (Inhuman)","Secret",9
"Marvel","Johnny Carson","Public",9
"Marvel","Tom Regal","Secret",9
"Marvel","Trung Tuan","Secret",9
"Marvel","Tomazooma (Robot)","Public",9
"Marvel","Slave Master","Secret",9
"Marvel","Brett Sabre","Public",9
"Marvel","Faceless One","Secret",9
"Marvel","Melvin Scarbo","Secret",9
"Marvel","Ka-Nu","Public",9
"Marvel","Howard Shigeta","Public",9
"Marvel","Laurie Livingston","Public",9
"Marvel","Derek McDowell","Public",9
"Marvel","Hathor-Sekhmet","Secret",9
"Marvel","Gregori Kronski","Secret",9
"Marvel","Roscoe Simons","Secret",9
"Marvel","William Turner","Secret",9
"Marvel","Gerald Ford","Public",9
"Marvel","Iridia","Public",9
"Marvel","Julian Phyffe","Secret",9
"Marvel","Ramon de Rico","Secret",9
"Marvel","Arides","Secret",9
"Marvel","Erik Gelden","Secret",9
"Marvel","Achmed Korba","Secret",9
"Marvel","Esteban Carracus","Public",9
"Marvel","Leo (LMD)","Secret",9
"Marvel","Libra (LMD)","Secret",9
"Marvel","Belathauzer","Secret",9
"Marvel","Utgard-Loki","Secret",9
"Marvel","Virako","Secret",9
"Marvel","Thoran Rul","Public",9
"Marvel","Clifford Michaels","Secret",9
"Marvel","Dherk","Secret",9
"Marvel","Kirigi","Secret",9
"Marvel","Nanna (Asgardian)","Secret",9
"Marvel","Paul Jansen","Public",9
"Marvel","Hyper-Ultronic Brain Employing Randomized Tracings","Public",9
"Marvel","Myron Wilburn","Public",9
"Marvel","Null the Living Darkness","Secret",9
"Marvel","Feldspar","Public",9
"Marvel","Nina da Costa","Public",9
"Marvel","Volx","Public",9
"Marvel","Friedrich von Roehm","Secret",9
"Marvel","Healer","Secret",9
"Marvel","Maraud","Secret",9
"Marvel","Roger Willis","Secret",9
"Marvel","Baba Yaga","Secret",9
"Marvel","Cybele","Secret",9
"Marvel","Kariooq","Public",9
"Marvel","Kura","Public",9
"Marvel","O.Z. Chase","Public",9
"Marvel","Piper (Morlock)","Secret",9
"Marvel","Glynis Zarkov","Public",9
"Marvel","Ilya Zarkov","Public",9
"Marvel","Lewis Haywerth","Public",9
"Marvel","Sharon Banks","Public",9
"Marvel","Simeon","Public",9
"Marvel","Cort Zo Tinnus","Secret",9
"Marvel","Daniel Bannion","Secret",9
"Marvel","Thomas Bannion","Secret",9
"Marvel","Alex (Inferno Baby)","Secret",9
"Marvel","Dei Guan","Secret",9
"Marvel","Infectia (Josephine)","Secret",9
"Marvel","Marc Riemer","Secret",9
"Marvel","Michael Phillips","Public",9
"Marvel","Sandy Kintzler","Public",9
"Marvel","Shauna","Secret",9
"Marvel","Gina Dyson","Public",9
"Marvel","Ray Lippert","Public",9
"Marvel","Worm (Savage Land Mutate)","Secret",9
"Marvel","Beatta Dubiel","Secret",9
"Marvel","Danielle Forte","Secret",9
"Marvel","Jorrma","Public",9
"Marvel","Joseph Trinity","Secret",9
"Marvel","Purple Hayes","Secret",9
"Marvel","Allen Marc Yuric","Secret",9
"Marvel","Argus LaVecchio","Secret",9
"Marvel","Guy Cross-Wallace","Public",9
"Marvel","Impala","Secret",9
"Marvel","Markus Ettlinger","Secret",9
"Marvel","Nadia Dornova","Public",9
"Marvel","Norman Harrison","Secret",9
"Marvel","Origin","Secret",9
"Marvel","Anthony Grant","Secret",9
"Marvel","Ayla Ranefer","Secret",9
"Marvel","Dargin Bokk","Secret",9
"Marvel","Dwarf","Secret",9
"Marvel","Marlene McKenna","Public",9
"Marvel","Segismund Joshua","Secret",9
"Marvel","Tigerstryke (Mitchell)","Secret",9
"Marvel","Black Axe","Secret",9
"Marvel","Darklore","Secret",9
"Marvel","Dylon-Cir","Secret",9
"Marvel","Skeletron","Secret",9
"Marvel","William Hastings","Secret",9
"Marvel","Advisor","Secret",9
"Marvel","Carlos Cruz","Secret",9
"Marvel","Cartier St. Croix","Public",9
"Marvel","Cassiopeia (Pantheon)","Secret",9
"Marvel","Deluge (Avatars)","Secret",9
"Marvel","Foundry (Avatars)","Secret",9
"Marvel","Kateri Deseronto","Secret",9
"Marvel","Talos","Public",9
"Marvel","Zefra","Secret",9
"Marvel","Derek Smalls","Secret",9
"Marvel","Morfex","Secret",9
"Marvel","William Destine","Secret",9
"Marvel","Amora (Heroes Reborn)","Public",9
"Marvel","Cary St. Lawrence","Public",9
"Marvel","Leonard Samson (Heroes Reborn)","Public",9
"Marvel","Sledge","Secret",9
"Marvel","Victor von Doom (Heroes Reborn)","Public",9
"Marvel","Delphis","Secret",9
"Marvel","Hunger (Crown)","Secret",9
"Marvel","Lian Goh","Secret",9
"Marvel","Mark Howard","Public",9
"Marvel","Wilhelmina Lumpkin","Public",9
"Marvel","Badd Axe","Secret",9
"Marvel","Bounty (Humanoid)","Secret",9
"Marvel","Mercedes Wilson","Secret",9
"Marvel","Theodore Twaki","Public",9
"Marvel","Amanda Mueller","Secret",9
"Marvel","Ameiko Sabuki","Secret",9
"Marvel","Elite (Vigilante Squad)","Secret",9
"Marvel","Hector Ridondo","Secret",9
"Marvel","Neffethesk","Public",9
"Marvel","Maguire Beck","Secret",9
"Marvel","Andrea Margulies","Secret",9
"Marvel","Bobby Soul","Secret",9
"Marvel","Cameron Palmer","Public",9
"Marvel","Dallas Gibson","Secret",9
"Marvel","Elizabeth Kendal","Public",9
"Marvel","Henry Pierce","Public",9
"Marvel","Ian Kendall","Public",9
"Marvel","Jeffrey Garrett","Secret",9
"Marvel","Robbie Rodriguez","Secret",9
"Marvel","Callie Betto","Secret",9
"Marvel","Edward Tancredi","Secret",9
"Marvel","Hanna Levy","Public",9
"Marvel","Mar","Secret",9
"Marvel","Mark Sheppard","Secret",9
"Marvel","Native","Secret",9
"Marvel","Gabriel Vargas","Secret",9
"Marvel","Hunter (Pride)","Secret",9
"Marvel","Megan Kinney","Secret",9
"Marvel","Micah","Secret",9
"Marvel","Stretch","Secret",9
"Marvel","Stu Cicero","Public",9
"Marvel","Adam Harkins","Secret",9
"Marvel","Cru","Secret",9
"Marvel","Jeremiah Muldoon","Secret",9
"Marvel","Kerberos","Public",9
"Marvel","Nathaniel Briggs","Secret",9
"Marvel","Dennis Murray","Public",9
"Marvel","Leon Murtaugh","Secret",9
"Marvel","Tinkabelinos Hardleg","Secret",9
"Marvel","Blackagar Boltagon (Skrull)","Secret",9
"Marvel","Citadel","Secret",9
"Marvel","Freak (Vagrant)","Secret",9
"Marvel","James Madrox (Cortex)","Secret",9
"Marvel","Argus","Secret",9
"Marvel","Ashcroft (A.I.M.)","Secret",9
"Marvel","Blake (A.I.M.)","Secret",9
"Marvel","Bouncing Betty","Secret",9
"Marvel","Lobe","Secret",9
"Marvel","Twitchy","Secret",9
"Marvel","Unspoken","Secret",9
"Marvel","Charles Ulysses","Secret",9
"Marvel","Eric Solvang","Public",9
"Marvel","William Downing","Secret",9
"Marvel","Xarus","Secret",9
"Marvel","Hel Wolf","Public",9
"Marvel","Sanjar Javeed","Secret",9
"Marvel","Joelle","Secret",9
"Marvel","Sigurd (Bor)","Secret",9
"Marvel","Charles Cotta","Secret",9
"Marvel","Gorr (God Butcher)","Public",9
"Marvel","Henry Ackerdson","Public",9
"Marvel","Faira Sar Namora","Secret",9
"Marvel","Gordon Nobili","Public",9
"Marvel","Offer","Secret",9
"Marvel","Patriot (Entity)","Secret",9
"Marvel","Carl Burgess","Secret",8
"Marvel","Don Stevens","Secret",8
"Marvel","Florence von Ward","Public",8
"Marvel","Jerry Hunter","Public",8
"Marvel","Albert Jones","Public",8
"Marvel","Jeff Dix","Public",8
"Marvel","John Watkins","Public",8
"Marvel","Louis Remiens","Secret",8
"Marvel","Rex Herr","Public",8
"Marvel","Richard I","Public",8
"Marvel","Rusty Randolph","Public",8
"Marvel","Major Cullen","Public",8
"Marvel","Donna Garth","Public",8
"Marvel","Waku","Public",8
"Marvel","Droom","Public",8
"Marvel","Orrgo","Public",8
"Marvel","Rorgg","Public",8
"Marvel","Benjamin Grimm (Skrull, Cow)","Secret",8
"Marvel","Igor Drenkov","Secret",8
"Marvel","Jonathan Storm (Skrull, Cow)","Secret",8
"Marvel","Reed Richards (Skrull, Cow)","Secret",8
"Marvel","Molto","Secret",8
"Marvel","Valtrauta","Secret",8
"Marvel","Oshtur","Secret",8
"Marvel","Rabble Rouser (Weinberg)","Secret",8
"Marvel","Gregson Gilbert","Public",8
"Marvel","Abraham Lincoln","Public",8
"Marvel","Bornag Royale","Public",8
"Marvel","Brona","Secret",8
"Marvel","Caldwell Rozza","Secret",8
"Marvel","Magnir","Secret",8
"Marvel","Krimonn","Secret",8
"Marvel","Igron","Public",8
"Marvel","Yeti (Inhuman)","Secret",8
"Marvel","Richard Janus","Public",8
"Marvel","Stoneface","Secret",8
"Marvel","Jake Jensen","Public",8
"Marvel","Bi-Beast","Public",8
"Marvel","Lou Hackett","Secret",8
"Marvel","Lucy Westenra","Secret",8
"Marvel","Victor von Doom (Counter-Earth)","Public",8
"Marvel","Jean Claude Pennysworth","Public",8
"Marvel","Ninja","Secret",8
"Marvel","Ralph Caccone","Public",8
"Marvel","Carson Collier Senior","Public",8
"Marvel","Heater Delight","Secret",8
"Marvel","Ronald English","Secret",8
"Marvel","Aquarius (LMD)","Secret",8
"Marvel","Laralei","Public",8
"Marvel","Nigel Pigman","Public",8
"Marvel","Abd-el-Hazred","Secret",8
"Marvel","Gladstone Hawkins","Public",8
"Marvel","Peter Spaulding","Public",8
"Marvel","Lady Lotus","Secret",8
"Marvel","Steven Coffin","Public",8
"Marvel","Tanak Valt","Public",8
"Marvel","Dolly Donahue","Public",8
"Marvel","Jill Stevens","Public",8
"Marvel","Karas","Public",8
"Marvel","Lou Snider","Public",8
"Marvel","Rupert Dockery","Public",8
"Marvel","Ernest Carrothers","Public",8
"Marvel","Jonathan Darque","Secret",8
"Marvel","Manfred Haller","Secret",8
"Marvel","Franz Mittelstaedt","Secret",8
"Marvel","Martha Lund","Public",8
"Marvel","Sophie Lund","Public",8
"Marvel","Wal Rus","Public",8
"Marvel","Annie Wheeler","Public",8
"Marvel","Ed Wheeler","Public",8
"Marvel","Dragonrider","Public",8
"Marvel","Ernest St. Ives","Public",8
"Marvel","Hoodwink","Secret",8
"Marvel","Maria Rambeau","Public",8
"Marvel","Max Rocker","Public",8
"Marvel","Nidhogg","Public",8
"Marvel","Chiantang","Secret",8
"Marvel","Scion","Secret",8
"Marvel","Tolomaq","Public",8
"Marvel","Valdemar Tykkio","Secret",8
"Marvel","Yorgon Tykkio","Secret",8
"Marvel","Solaise","Public",8
"Marvel","Wendy Sherman","Secret",8
"Marvel","David Stack","Secret",8
"Marvel","Jonathan Gallagher","Secret",8
"Marvel","Maht Pacle","Secret",8
"Marvel","Prometheus","Public",8
"Marvel","Ani-Mator","Secret",8
"Marvel","Bob (Inferno Baby)","Secret",8
"Marvel","Jacob Eichorn","Secret",8
"Marvel","Jason McCall","Secret",8
"Marvel","Maw (Inferno Baby)","Secret",8
"Marvel","Roche","Public",8
"Marvel","Elmer Gore","Public",8
"Marvel","Jody Putt","Secret",8
"Marvel","Uroc","Secret",8
"Marvel","Haruo Tsuburaya","Secret",8
"Marvel","Juliana Worthing","Secret",8
"Marvel","Jun Tenta","Secret",8
"Marvel","Marjorie Brink","Public",8
"Marvel","Tyler Meagher","Public",8
"Marvel","Werner von Strucker","Secret",8
"Marvel","Aundray Phelps","Secret",8
"Marvel","Edna Staples","Public",8
"Marvel","Jennifer Nyles","Public",8
"Marvel","LaHoya Scripps","Secret",8
"Marvel","Psynapse","Secret",8
"Marvel","Tung Rapongan","Secret",8
"Marvel","Wyndell Dickinson","Secret",8
"Marvel","Aaron Cashin","Secret",8
"Marvel","Christopher Anderson","Secret",8
"Marvel","Crule","Secret",8
"Marvel","Daryl Taylor","Public",8
"Marvel","Gregory Belial","Secret",8
"Marvel","Heike Zemo","Secret",8
"Marvel","Meat Market","Secret",8
"Marvel","Solar Wind","Secret",8
"Marvel","Theodore Davros","Secret",8
"Marvel","Czorn Yson","Secret",8
"Marvel","Fast (Sparrow)","Secret",8
"Marvel","Hans Middlestadt","Secret",8
"Marvel","Henrique Gallante","Secret",8
"Marvel","Jason (Pantheon)","Secret",8
"Marvel","Owen Llewelyn","Secret",8
"Marvel","Philip Grant","Public",8
"Marvel","Radha Dastoor","Public",8
"Marvel","William Clinton","Public",8
"Marvel","Black Brigade","Secret",8
"Marvel","Butterfly (Avatars)","Secret",8
"Marvel","Cole Cooper","Public",8
"Marvel","Deadbolt","Secret",8
"Marvel","Dread","Secret",8
"Marvel","Gabrielle Greer","Public",8
"Marvel","Hywell Griffin","Secret",8
"Marvel","James Pierce","Secret",8
"Marvel","Lenz","Secret",8
"Marvel","Marius Boudreaux","Public",8
"Marvel","Rak","Secret",8
"Marvel","Tantalus (Deviant)","Secret",8
"Marvel","Glaboo","Public",8
"Marvel","Jason Tso","Public",8
"Marvel","Joseph Wade","Secret",8
"Marvel","Michele Scicluna","Secret",8
"Marvel","Paula Harris","Public",8
"Marvel","Peter Parker (Jack)","Secret",8
"Marvel","Pulssus","Public",8
"Marvel","River Verys","Public",8
"Marvel","Sergio Torres","Secret",8
"Marvel","Spook","Secret",8
"Marvel","Garon Lewis","Public",8
"Marvel","Harper","Secret",8
"Marvel","Josephine Pulaski","Public",8
"Marvel","Kamal el Alaoui","Secret",8
"Marvel","Romany Wisdom","Secret",8
"Marvel","Whistle Pig","Public",8
"Marvel","Lord Churchill","Secret",8
"Marvel","Marina Caches","Public",8
"Marvel","Max Pressman","Secret",8
"Marvel","Naomi Kale","Secret",8
"Marvel","Nikolai Vronsky","Secret",8
"Marvel","Sorrentino","Public",8
"Marvel","Cinder Fontatine","Secret",8
"Marvel","Jason Rivera","Public",8
"Marvel","Vise","Secret",8
"Marvel","Connie Ferrari","Public",8
"Marvel","Olisa Kabaki","Secret",8
"Marvel","Psimon","Secret",8
"Marvel","Venkat Katregadda","Secret",8
"Marvel","William Kimpton","Secret",8
"Marvel","Elric Freedom (Heroes Reborn)","Secret",8
"Marvel","Lan","Public",8
"Marvel","Nathaniel Bumpo","Public",8
"Marvel","Nuro","Public",8
"Marvel","Revenant","Secret",8
"Marvel","Spunje","Public",8
"Marvel","Tarn","Public",8
"Marvel","Timothy Carney","Secret",8
"Marvel","Axel Cluney","Secret",8
"Marvel","Jennifer Hardesty","Public",8
"Marvel","Marvin Hoffman","Secret",8
"Marvel","Michael Asher","Secret",8
"Marvel","Orwell","Secret",8
"Marvel","Robert Tanaka","Public",8
"Marvel","Samuel Silke, Jr.","Public",8
"Marvel","Khan (Alien)","Secret",8
"Marvel","Leash","Secret",8
"Marvel","Digger (Vegas Thirteen)","Public",8
"Marvel","Josiah al hajj Saddiq","Secret",8
"Marvel","Lucia von Bardas","Secret",8
"Marvel","Luna DePaula","Public",8
"Marvel","Shen Xorn","Secret",8
"Marvel","Augustine du Lac","Secret",8
"Marvel","Dondi Reese","Public",8
"Marvel","Edgar Lascombe","Secret",8
"Marvel","Igor Stancheck","Secret",8
"Marvel","Laurie Lynton","Public",8
"Marvel","Aegis","Secret",8
"Marvel","Black Cloak","Secret",8
"Marvel","Hypernova","Secret",8
"Marvel","Jack Dio","Secret",8
"Marvel","Perro","Secret",8
"Marvel","Serafina","Secret",8
"Marvel","Tracy Skylark","Public",8
"Marvel","Warshot","Secret",8
"Marvel","Anthony Stark (Onslaught Reborn)","Secret",8
"Marvel","Grace","Secret",8
"Marvel","Kaz","Secret",8
"Marvel","William Wagner","Secret",8
"Marvel","Cronus","Public",8
"Marvel","Evelyn Necker","Public",8
"Marvel","Fredzilla (Fred)","Secret",8
"Marvel","Henry McCoy (Skrull)","Secret",8
"Marvel","Kram","Public",8
"Marvel","Malik Tarcel","Secret",8
"Marvel","Physique","Secret",8
"Marvel","Piper Dali","Secret",8
"Marvel","Plokta","Secret",8
"Marvel","Sasha Roerich","Secret",8
"Marvel","Wasabi-No Ginger","Secret",8
"Marvel","Amity Hunter","Secret",8
"Marvel","Clown (Franklin)","Secret",8
"Marvel","Tattooed Man","Secret",8
"Marvel","Verre","Secret",8
"Marvel","Zawavari","Public",8
"Marvel","Zodiac (Dark Reign)","Secret",8
"Marvel","Alyssa","Secret",8
"Marvel","Danielle Blunt","Secret",8
"Marvel","Doctor Noc","Secret",8
"Marvel","Fire Knives","Secret",8
"Marvel","Jason Pierce","Secret",8
"Marvel","Kal Blackbane","Secret",8
"Marvel","Lady Gorgon","Secret",8
"Marvel","Logomancer","Secret",8
"Marvel","Mina","Secret",8
"Marvel","Robert Hellsgaard","Secret",8
"Marvel","Starbolt II","Secret",8
"Marvel","Black Fog","Secret",8
"Marvel","Mako (Young Masters)","Secret",8
"Marvel","William Rolfson","Secret",8
"Marvel","Firebrand (Amanda)","Secret",8
"Marvel","Kell","Public",8
"Marvel","Mister Gor","Secret",8
"Marvel","Xanto Starblood","Secret",8
"Marvel","Ginny Guzman","Secret",8
"Marvel","Mr. Raven","Secret",8
"Marvel","Colin Sixty","Public",8
"Marvel","Cora Birch","Public",8
"Marvel","Lin Li","Secret",8
"Marvel","Snot","Secret",8
"Marvel","Dakor","Public",7
"Marvel","Folma","Public",7
"Marvel","Monako","Secret",7
"Marvel","Robert Strong","Public",7
"Marvel","General Haywood","Public",7
"Marvel","Jerry Carstairs","Secret",7
"Marvel","John Liberty","Secret",7
"Marvel","Laslo Pevely","Secret",7
"Marvel","William Bryon","Secret",7
"Marvel","Officer Ryan","Public",7
"Marvel","Dorothy Walker","Public",7
"Marvel","Future Man","Secret",7
"Marvel","Madame Death","Secret",7
"Marvel","Slim Smith","Public",7
"Marvel","Jenny (Donkey)","Public",7
"Marvel","Azrael","Secret",7
"Marvel","Happy Hicks","Public",7
"Marvel","Nan Macklin","Public",7
"Marvel","Yamakayaka","Public",7
"Marvel","Lalei","Public",7
"Marvel","Shzzzllzzzthzz","Secret",7
"Marvel","Andrew Thatcher","Public",7
"Marvel","Karl Kort","Public",7
"Marvel","Living Eraser (Dimension Z)","Secret",7
"Marvel","Molyb","Secret",7
"Marvel","Orson Kasloff","Secret",7
"Marvel","Pearla","Public",7
"Marvel","Reynard Slinker","Secret",7
"Marvel","Stephanie De La Spiroza","Public",7
"Marvel","General Chen","Secret",7
"Marvel","Lepard","Secret",7
"Marvel","Ricardo Jones","Public",7
"Marvel","Android Man","Secret",7
"Marvel","Max Eisenhardt (Machinesmith Robot)","Secret",7
"Marvel","Monster of Badoon","Public",7
"Marvel","Silent Fox","Secret",7
"Marvel","Vincent Sandhurst","Public",7
"Marvel","Boss Barker","Public",7
"Marvel","Louis Wilson","Public",7
"Marvel","Thermal Man","Secret",7
"Marvel","Owayodata","Secret",7
"Marvel","Rudolfo Haasen","Public",7
"Marvel","Joey (San Francisco)","Public",7
"Marvel","Nancy Stacy","Public",7
"Marvel","Gregory Russoff","Public",7
"Marvel","Sligguth","Secret",7
"Marvel","Dam-Ayido Wede","Public",7
"Marvel","David Cox","Public",7
"Marvel","Elizabeth Lavenza","Public",7
"Marvel","Kamuu (Atlantean)","Public",7
"Marvel","Kerwin Broderick","Public",7
"Marvel","Omega (Android)","Secret",7
"Marvel","Turghol","Public",7
"Marvel","Henry Croft","Public",7
"Marvel","Jacques LaPoint","Secret",7
"Marvel","John Anvil","Public",7
"Marvel","Quentin Harderman","Public",7
"Marvel","Ruth Hart","Public",7
"Marvel","Bessie","Secret",7
"Marvel","Carlton Velcro","Secret",7
"Marvel","Quentin Chase","Public",7
"Marvel","Sphinxor","Public",7
"Marvel","Thelius (Blue Marvel)","Secret",7
"Marvel","Brillalae","Secret",7
"Marvel","Chris Claremont","Public",7
"Marvel","Dark Rider","Secret",7
"Marvel","Phae-Dor","Public",7
"Marvel","Steven Rogers (Revolutionary War)","Public",7
"Marvel","Cancer (LMD)","Secret",7
"Marvel","Moses","Public",7
"Marvel","Nathan Cooper","Secret",7
"Marvel","Roger Dicken","Secret",7
"Marvel","Tutinax","Secret",7
"Marvel","Veda (Corporation)","Secret",7
"Marvel","Virgo (LMD)","Secret",7
"Marvel","Barbara Robb","Secret",7
"Marvel","Chao Sima","Secret",7
"Marvel","Denton Phelps","Secret",7
"Marvel","Doctor Tambura","Secret",7
"Marvel","Joseph MacTaggert","Public",7
"Marvel","Ray Coffin","Public",7
"Marvel","Roy McVey","Secret",7
"Marvel","Sebastian Patane","Secret",7
"Marvel","Frey","Secret",7
"Marvel","Izanagi-No-Mikoto","Secret",7
"Marvel","Randolph James","Public",7
"Marvel","Voletta Todd","Secret",7
"Marvel","Buth","Secret",7
"Marvel","Forsythe Wellington","Public",7
"Marvel","Hyppokri","Secret",7
"Marvel","Lionel Jeffries (Doctor)","Public",7
"Marvel","Phaeder","Public",7
"Marvel","Phil Panasci","Public",7
"Marvel","Puishannt","Secret",7
"Marvel","Unnthinnk","Secret",7
"Marvel","Darin","Public",7
"Marvel","Gabriel Sepulveda","Secret",7
"Marvel","Holly LaDonna","Secret",7
"Marvel","Ramona Starr","Public",7
"Marvel","Ranark","Public",7
"Marvel","Talisman (Australian)","Secret",7
"Marvel","Zedrao","Secret",7
"Marvel","Black Lotus","Secret",7
"Marvel","Doctor Dredd","Secret",7
"Marvel","Roman Nekoboh","Public",7
"Marvel","Unam","Secret",7
"Marvel","Wrangler (Laralie)","Secret",7
"Marvel","Black Abbott","Secret",7
"Marvel","Blank (Clyde)","Secret",7
"Marvel","George Vandergill","Public",7
"Marvel","Hubert Carpenter","Secret",7
"Marvel","Joelle Guthrie","Public",7
"Marvel","Kolomaq","Public",7
"Marvel","Ranaq","Public",7
"Marvel","Delmurio","Public",7
"Marvel","Harry Morrel","Public",7
"Marvel","Jackson Tolliver","Public",7
